IsSpam,Text
0," metrics goalslouise john attached are the specific numbers associated with the central region goals objectives for you have questions require additional clarification please contact thanx laura"
0,"mark haedicke vacationmark haedicke will vacation beginning monday march through friday march his absence please contact julia murray monday through friday extension lance schuler thursday and friday extension elizabeth sager extension regarding dashs will return the office monday march mark can contacted janette elbertsonenron north america corp legal department telephone fax janette elbertson enron com"
0,"merrill investor mtg louise april our analysts merril lynch donato eassey and carl kirst are hosting evening with senior mgmt energy merchants for their top insitutional clients the event will south shore harbor have arranged this your calendar participate the senior enron rep other energy attendees know this point include paso clark smithdynegy mat shoutsmanwilliams bill hobbsduke kellyenron youi not have specific agenda client list yet will send soon available starting mid afternoon time confirmed likely between and merrill will set separate conference rooms with company each conference room they will rotate clients from room room every minutes hour meet with each company executive and person they would like each company put together more than slides with their strategy focusing distinctions the sessions will informal allowing the firms ask specific company related questions donato has been long time sailor and has foot boat they will take the boat the aquarium you can also drive the aquarium mins dinner will and this should done that time they will board the boat again back south shore harbor whoever decided drive dinner can leave that time might reasonable alternative for someone late stage pregnancy don often ask mgmt give evening when houston but this event important merrill expect the firms represented worthwhile very much appreciate your availability will touch with more specifics thanks paula"
0,"draft press release city roseville consider contract withena for power plantattached draft press release issued the city roseville regarding our proposed project their city possible please send all comments friday march you have any questions please call ext thanks eric"
0,"gordon heaney acceptancefyi beth apollo led the doorstep review monterrey last week problems discovered but beth did find some communications and system access issues that could improved make easier for max team their jobs she has quickly identified point person within operations houston who lingual gordon max note addresses his pleasure over beth responsiveness and the doorstep process general just wanted pass this along sally forwarded sally beck hou ect max yzaguirre enron pmto beth apollo enron enronxgatecc sally beck hou ect ectsubject gordon heaney acceptancebeth thanks for the note regarding gordon appreciate the quick turnaround time and agree that should helpful addition the team put down fan the doorstop review process best regards max"
0,"mexico natural gas why hasn spot market developed cerainsighttitle mexico natural gas why hasn spot market developed url http www cera com eprofile http www cera com eprofile however despite the reform pemex continues the key player not only supplying natural gas but also controlling sales contracts with most users the key question why hasn the spot market developed some the reasons are flaw the current price methodology lack price transparency transportation price deals offered pemex end follow above url for complete report mail category insightcera knowledge area latin american energy mexico energy make changes your cera com account forgot your username and password http www cera com client forgotthis electronic message and attachments any contain informationfrom cambridge energy research associates inc cera which isconfidential and may privileged unauthorized disclosure copying distribution use the contents this message any attachments whole part strictly prohibited terms use http www cera com tosquestions comments webmaster cera comcopyright cambridge energy research associates"
0,"pastoria update revised power asset development dashthe pastoria dash each you signed last week has been modified the request jeff skilling and rebecca carter late friday afternoon west power was advised value the gas transportation pvl rather than var basis the impact this change was increase the cost the gas transportation from the worst case scenario that assumes none the capacity can resold also rac has advised that new signatures will required for the revised dash the revised dash will considered the enron executive committee this afternoon special meeting along with other projects attached for you convenience are the original dash dash dev final doc the final dash before the executive committee dash pastoria and redlined comparision the final the original dash pastoria redlined most all highlighted changes reflect the substitution for var few minor changes were also made should you have any questions please not hesitate call "
0,"peoples energy board directorson april peoples energy will hold their board directors meeting houston have been engaged with their executive team their planning process and the schedule follows board directors meeting peoples energy production office houston enron tour trading floor enron bio etc various activities golf art museum etc evening enron field astros milwaukee enron suite enron hostingi requesting introductions available and attendance the trading floor from each you dave and jeff skilling dave and jeff were requested peoples due their prior involvement with this account transition your involvement would like use this event opportunity ease the departure dave and provide informal format engage our new team those attendance will include ceo peoples energy dick terrypresident and coo peoples energy tom patrickexecutive vice president peoples energy bill morrow signatory and key relationship for enron current transactions ceo chairman the board chicago board options exchange bill brodskychairman capital management llc jim borischairman president and ceo azteca foods arthur velasquezmanaging partner washington pitman and mckeever llc lester mckeeverprofessor university chicago pastora san juan caffertychairman the board evanston northwestern healthcare homer livingstonretired vice chairman centel corp bill mitchellnon executive chairman alleghany asset management richard toftvarious other pec executivesplease let know your schedules accommodate this request you have questions please contact laura luce"
0,"restraining orderso has the restraining order been lifted hear you wouldn mind seeing some personnel movement from ees ena "
0,"daily eol ice summary fyi forwarded tim belden hou ect kate symes pmto heather dunton pdx ect ect samantha law pdx ect ect valarie sabo pdx ect ect fran chang pdx ect ect tim belden hou ect ect robert badeer hou ect ect mike swerzbin hou ect ect matt motley pdx ect ect tom alonso pdx ect ect mark fischer pdx ect ect sean crandall pdx ect ect diana scholtes hou ect ect jeff richter hou ect ect carla hoffman pdx ect ect phillip platter hou ect ect chris mallory pdx ect ect michael driscoll pdx ect ect jeremy morris pdx ect ect bill williams iii pdx ect ectcc subject daily eol ice summary "
0," tex mex and pastorialouise that great news thank you will update you and john tomorrow our progress chrislouise kitchen pmto christopher calger pdx ect ect david parquet ect ect ozzie pagan enron enronxgate drew tingleaf enron enronxgatecc john lavorato enron enronxgatesubject tex mex and pastoriaboard approval obtained line with the resolutions issues regardslouise"
0,"cinergydon have left message for michael call waiting regardsdelainey forwarded david delainey hou ees don miller ect amto david delainey hou ees eescc louise kitchen hou ect ectsubject cinergydave quick update appears art vacation all week obviously not too concerned about the issue still waiting hear back from david tang see they want one their guys the plant tomorrow could should get ferc approval any day this the last real for this deal let know you and cyrus hook thanks don"
0,"cinergydave quick update appears art vacation all week obviously not too concerned about the issue still waiting hear back from david tang see they want one their guys the plant tomorrow could should get ferc approval any day this the last real for this deal let know you and cyrus hook thanks don"
0,"macro questionsi hope this gets mark what needs let know forwarded kevin presto hou ect george hopley pmto kevin presto hou ect ectcc subject macro questionsis the country facing sustained tight markets general capacity margins have been falling over the last few years utilities have refraind from building baseload capacity and others have focused developing primarily peaking capacity the last large building boom coal plants ended early and nuclear boom dropped sharply after three mile island incident during projected capacity margins have fallen from the toward and below outside the california situation nyc also poses potential risk for this summer general however the amount capacity proposed each region more than covers normal load growth for meeting peak hour demand remaining question relates performance existing coal and nuclear stacks also what happens during periods persistent drought will voaltility and prices remain high lessen the extent that more capacity becomes merchant oriented focusing marginal cost economics and transmission congestion persists increased volatility will continue especially iso pool type environments prices will reflect primary fuel dynamics especially the interplay between gas and oil the case for lower prices will reflect overbuild scenario beyond this year coupled with slowing economic activity and low incidence extreme weather events how fast can generation added and what returns should expected the variability development greenfield capacity depends time permit state local levels construction time fairly constant general months reasonable time frame from concept first fire the extent that power plants are project financed with minimum equity returns should consistent with other comparable project financed opportunities available fund managers not expect any more fully debt financed facilities the near term can companies make major profits owning generation long term above average returns over time will reflect superior plant management skills and effective use strategic market information portfolio approach will aid this case oversupply situation occurs the timeframe significantly lower returns capital could materialize this the time sell generation because recent market events west capacity has higher than historically observedvalues depending overbuild scenario this may attractive time sell capacity those still queue hoping build near term recent pool experience shows that capacity owners still have significant market powerhow will supply demand balance change various regions country weather normalized demand growth fairly consistent average overtime future dynamics depend economic growth which suggests more load coastal and tech concentrated areas short term demand reflects weather dynamics year non event for eastern interconnect opposite the west aggressive capacity growth suggested nepool ercot ecar main and spp over next two years will natural gas continue capture all the growth virtually all capacity due line gas fired however incremental supply growth could come from investments existing coal and nuclear stack which can more economic marketing growth business will appear more interaction solicited from enduser and rates can become more dynamic too late for new entrants most states still not have switching energy service providers still time enter barriers entry include capabilities brand management retail marketing effective integration risk management and billing ability will only handful customers big winners the extent economies scale and aggregation opportunities exist there will success larger players but not exclusion niche player existance how diffentiated are the strategies date marketing focused lower rates and giving alternative existing service provider this will have develop beyond that how significant the retail opp markets where retail rates are high order magnitude limited dollars mwh however gives opportunity trade around similar supply asset "
0," meeting with johnare you interested forwarded tammie schoppe hou ect from kimberly hillis enron enronxgate pmto tammie schoppe hou ect ectcc carrie robert enron enronsubject meeting with johntammie john asked louise could handle this please thankskim original message from robert carriesent monday march amto hillis kimberlycc vegas dennissubject meeting with johnhi kim dennis vegas and would like set brief minute meeting with john experienceenron has already been supporting his commercial team however would like increase john awareness about the repertoire services our group that can potentially help his team achieve their revenue goals talking john will also help understand what opportunities exist his organization and where can add value dennis and have been meeting with the wholesale services business unit leaders and would like few minutes meet john possible would like combine meeting with john and louise but let know what john prefers thank you carrie"
0," gary hickerson groupi check into jeff original message from kitchen louisesent monday march pmto mcconnell mike shankman jeffrey subject gary hickerson groupbelieve not still finalizing the individual plans for each hte enron americas notice are currently picking all people from gary hickerson group which presume mistake assume will get some form allocation based the work does for ena but probably not million annum going let the accounts team know there issue but could one you let know who responsible for the plans your group just thought check that wasn missing something thankslouise"
0," restraining orderi think the concern around scott mills was brought down accelerate the mid back office fixes for ees primarily relates system changes improvements bringing anthony dayao back from japan head ees and leaning scott quite bit believe how does your schedule look later today tomorrow would like sit down for few minutes discuss the status the eol products for ees ena and also talk little bit about some customer overlap between the two groups and how handle have kay set some time for "
0," avoidable overtime hours original message from belden timsent tuesday march pmto beth perlman hou ect enroncc white stacey nat stevesubject avoidable overtime hourswe have had percent turnover our risk group the last months including two people leaving the last week one the main frustrations comes from many overtime hours spent working through technology issues last friday typical example the three members our risk group were here until about friday night working through problem caused technology for some reason our futures position was dropping out our positions they noticed this and stayed until was fixed turns out that dba somewhere made change that caused the mapping our futures positions change had this person communicated people what she was doing understanding that the problem could have been avoided stated another way lack communication someone technology caused our risk group work extra hours friday night should add that one more people technology had work extra friday well frustrating see this sort thing happen over and over the list little things that cause lots extra work long that not funny kills morale and burns out smart hard working people what you think can change this situation "
0,"california energy crisiscalifornia power crisis has generated heated debate over the last several months unfortunately this debate has generated more heat than light want you know what the facts are and what are doing about the crisis please spend few minutes reading the following overview the situation and our position california energy issues what happened californiathe source california current problem straightforward supply and demand california economy grew percent since this increased the demand for electricity percent the same time regulatory restrictions prevented new generation from getting built the state demand grew but regulations prevented supplies from being added the result predictably shortage this summer peak capacity will about percent shy peak demand leading further blackouts the state addition the supply and demand imbalance there are two other related factors that led the current crisis first the state regulations forced all sales and purchases into the spot market the spot market for power extraordinarily volatile the way firms behave free market when faced with such volatility construct portfolio purchases long term medium term and short term reduce exposure this volatility california state regulation prevented this strategy this would the equivalent putting the entire state adjustable rate mortgage the most volatile interest rate environment imaginable everything was fine while the power surplus persisted but when shortages ensued every megawatt was purchased the sky rocketing spot price second retail markets were not deregulated regulated retail rates remained effect and stranded cost recovery charges were structured keep competition out this meant that utilities were forced pay high wholesale prices the spot market but were only able recover costs the regulated retail rate they are now nearly bankrupt short california problems were caused regulation not deregulation regulations prevented competitors from entering the market prevented new generation from being built and prevented prudent hedging against volatile spot prices the time california was developing its restructuring plan enron warned the state policy makers about these risks and proposed alternatives which adopted would have averted the current crisis enron rolemany political leaders the state have elected fix blame rather than fix the problem power sellers including enron have been vilified the politicians and the media here are the facts other than small amount wind power enron not generator the state california every megawatt sold california bought the same market available other california purchasers because are market maker not generator are not biased toward high prices are interested only having market that works that can package products for our customers seller end use markets the state provided protection from the problems the states utilities and their customers now face protected and still protect our customers from price volatility you may have read that ees recently elected have the utilities supply power directly its customers california instead procuring power the open market early reports mischaracterized this turnback our customers the utilities here are the facts result variety factors existing the current california market made more sense for ees source power for its customers directly from the utilities this decision reduced ees market price risk allowing ees access lower utility rates ees did not terminate any customer contracts and our customers continue receive the financial benefits their contract prices ees continuing work with its california customers provide them with other energy related products and services including assistance reducing the demand for power particularly peak times enron currently proposing solutions help california work out its crisis enron continues sign customers the state and enron continues actively manage its risks and capture opportunities western power markets enron primary business managing risk for our customers with solutions customized meet their needs there has never been more demand for our products and services the solutionthe solution california crisis also straightforward summary the state must increase supply reduce demand reduce reliance the spot market and shore the financial stability the state utilities increasing supplycalifornia process for siting and permitting new generation nothing short byzantine enron has built plants elsewhere the country less than year california often takes years california simply must streamline this process ironically while many the regulations generators must overcome are aimed improving environmental quality the regulations are preventing new clean technology from coming online and displacing current plants which emit times much nox california can have abundant power and cleaner air expediting the permitting new facilities reducing demandcustomers california today have incentive reduce shift demand they pay the same rate matter what the market price open retail market would trigger demand responses which would balance supply and demand lower prices than today california should fully open its retail market reducing reliance the spot marketin truly deregulated market customers would protect themselves from volatile spot prices purchasing some their requirements longer term fixed price basis the state has instead left procurement the hands the utilities which has forced buy exclusively the spot market opening the market the retail level will give customers control over their price risk restoring the financial integrity the state institutionsthe utilities california are not paying their bills this has led greater uncertainty the market higher costs and reduced flexibility arrive lasting solutions california must permit its utilities recover their costs they can pay their bills and invest the transmission and distribution assets necessary get power from where where needed just important doing these things the state must avoid policies that while politically attractive not fix the problem even make matters worse price caps have been proposed they don work have never worked and they will not work here price caps succeed only creating shortages which then have allocated among competing users imagine how ineffectively the government would determining for example whether better make its limited power supplies available the imperial valley silicon valley price caps are surefire way make the current shortage worse the state has also proposed take over generation and transmission california there reason believe and every reason doubt that the state will more effective than free markets investing constructing operating and maintaining assets this will also result california tax revenues being spent power transmission and power generation which the private sector can instead education roads and other public goods which the private sector cannot you are approached people outside the company are learning about the crisis from the media important for you know this enron will continue serve our customers and will continue propose real solutions the state "
0,"coal initiativejohn louise follow our previous meeting regarding the coal initiative attached brief description the approach going forward including some first cut proforma results our goal over the next month more fully vet the cost and operations numbers the attached and nail down probable sites mid april after more fully vetted the costs route our detailed proforma after reviewing let know you have questions want discuss further mitch"
0,"cinergy updatejust received call from sam behrends leboeuf just spoke the ferc about cinergy they are working speak appear have everything that they need reminded them that want close this quarter sam best guess early next week for order issued said once they finish writing order goes upstairs for couple days and then usually takes two days get published still leaves plenty room for close around the will let you know hear anything else thanks don"
0,"update cinergydave received little inside information cinergy guarantee reflective corporate view but insightful non the less the feedback indicates that holding firm our run stance the best position take this time apparently this run run issue partly internal political issue between houston and cincinnati whereby the operators cincinnati think tang and vivar cut bum deal this remedial work issue which allowed these modifications bearing and silencer brownsville control curves caledonia but did not require any testing appears the guys cincinnati are posturing such that the machines break don work planned the blame would then fall tang and vivar this helps explain why tang adamant about running the view was that given this ultimately the psa rules and running not required let know you need any more color thanks for your help don"
0," peoples energy board directorslouisei toronto with lay april you should attempt this john original message from luce laurasent monday march pmto lavorato john kitchen louise shively huntercc delainey david pikofsky lynnsubject peoples energy board directorson april peoples energy will hold their board directors meeting houston have been engaged with their executive team their planning process and the schedule follows board directors meeting peoples energy production office houston enron tour trading floor enron bio etc various activities golf art museum etc evening enron field astros milwaukee enron suite enron hostingi requesting introductions available and attendance the trading floor from each you dave and jeff skilling dave and jeff were requested peoples due their prior involvement with this account transition your involvement would like use this event opportunity ease the departure dave and provide informal format engage our new team those attendance will include ceo peoples energy dick terrypresident and coo peoples energy tom patrickexecutive vice president peoples energy bill morrow signatory and key relationship for enron current transactions ceo chairman the board chicago board options exchange bill brodskychairman capital management llc jim borischairman president and ceo azteca foods arthur velasquezmanaging partner washington pitman and mckeever llc lester mckeeverprofessor university chicago pastora san juan caffertychairman the board evanston northwestern healthcare homer livingstonretired vice chairman centel corp bill mitchellnon executive chairman alleghany asset management richard toftvarious other pec executivesplease let know your schedules accommodate this request you have questions please contact laura luce"
0," possible temporary move hpl louisianarussell thanks for the update can you provide rough quote schedule kit out the louisiana space for people please contact lillian carroll get exact count don need recorded phones also please lay out schematic the hardware configuration between enron louisiana and aep offices for this solution deborah can you provide lillian with floor plan that she can start locating the hpl staff function also what you recommend regarding furniture should able come with interim solution based the space coming available allen any additional furniture have warehouses the louisiana bldg your thoughts cost for this once have plan schedule will follow with aep let them know our plans they already know are headed this direction given their delay leasing space regards brianfrom russell long enron enronxgate pmto brian redmond hou ect ectcc tommy yanowski enron enronxgate louise kitchen hou ect ect philippe bibi enron enronxgate vincent fox enron enronxgate keith dziadek enron enronxgate jim coffey hou ect ect deborah bubenko epsc hou ect ect paul foust epsc hou ect ect robert humlicek enron enronxgate jeffrey vincent enron enronxgate andrew hawthorn enron enronxgate heather johnson enron enronxgatesubject possible temporary move hpl louisianai finished the walk through the floor space located louisiana this afternoon the walk through with were paul foust facilities robert humlicek jeffrey vincent and andrew hawthorn previously talked with deborah bubenko and vincent fox about this space comments from the review are follows most the floor composed offices with some large group areas conference rooms etc included the floor can accommodate people however with this amount people the area space will very tight almost all offices will need hold least two people large offices will need hold three four the larger areas will need have cubicles installed make complete use the space with maximum doubling the offices you might fit couple conference rooms the floor with one kitchen area there are nooks just off some the hallways that would accommodate several network printers tommy stated his earlier mail the allen center space the fire code will require put strobe each office with multiple occupants one area concern the amount furniture currently the floor the floor plan shows approximately desks the floor some offices were locked could not verify the total however this number appears correct also for the most part there were only desks the offices unless they were occupied chairs filing cabinets credenzas etc would needed added this space need determine where the additional furniture will come from there one large area with cubicles forming circle according paul this was the area where telephones were answered for the previous tenant this might work for the trading area the room appears have the most telephone connectivity open and would accommodate decide trader telephones are necessary record conversations etc the cost associated with the purchase the equipment and the necessary installation time will need factored into our schedule the floor has two data closets least one the closets has hour air conditioning according vincent this floor has the same server connectivity the three allen center space meg single mode fiber connection serves this space robert has informed that the floor currently has switches support ports however this does not mean that the drops all offices are complete probably some cabling will need added appears that the space can accommodate users even with the extra ports needed for network printers laptops etc however need accommodate more than ports additional switches can added summary the floor space louisiana looks good better than the space that was being considered three allen center russell longenron net works llcrussell long enron com "
0,"possible temporary move hpl louisianai finished the walk through the floor space located louisiana this afternoon the walk through with were paul foust facilities robert humlicek jeffrey vincent and andrew hawthorn previously talked with deborah bubenko and vincent fox about this space comments from the review are follows most the floor composed offices with some large group areas conference rooms etc included the floor can accommodate people however with this amount people the area space will very tight almost all offices will need hold least two people large offices will need hold three four the larger areas will need have cubicles installed make complete use the space with maximum doubling the offices you might fit couple conference rooms the floor with one kitchen area there are nooks just off some the hallways that would accommodate several network printers tommy stated his earlier mail the allen center space the fire code will require put strobe each office with multiple occupants one area concern the amount furniture currently the floor the floor plan shows approximately desks the floor some offices were locked could not verify the total however this number appears correct also for the most part there were only desks the offices unless they were occupied chairs filing cabinets credenzas etc would needed added this space need determine where the additional furniture will come from there one large area with cubicles forming circle according paul this was the area where telephones were answered for the previous tenant this might work for the trading area the room appears have the most telephone connectivity open and would accommodate decide trader telephones are necessary record conversations etc the cost associated with the purchase the equipment and the necessary installation time will need factored into our schedule the floor has two data closets least one the closets has hour air conditioning according vincent this floor has the same server connectivity the three allen center space meg single mode fiber connection serves this space robert has informed that the floor currently has switches support ports however this does not mean that the drops all offices are complete probably some cabling will need added appears that the space can accommodate users even with the extra ports needed for network printers laptops etc however need accommodate more than ports additional switches can added summary the floor space louisiana looks good better than the space that was being considered three allen center russell longenron net works llcrussell long enron com "
0,"vitro equity selldown info memolouise attached please find the monterrey cogen vitro equity selldown info memo let know you need anything else you have any questions steve irvin"
0,"new acquisitionwebmodal inc enron freight markets corp delaware corporation was acquired march through the merger webmodal acquisition corp with and into webmodal inc particulars are parent company enron global markets llc business rail and truck transportation procurement shares common authorized par value issued confirmed directors and officers see attached data sheetemployees yesforeign qualifications vacompany wbmlnote sylvia evidence follow hand kate coledirector corporate servicesenron corp tel fax email kate cole enron com"
0," oeclouise oec will come along with eecc nepco brian stanley and keith dodson will run that group speak with you soon hope you are feeling well regards danlouise kitchen ect pmto dan leff hou ees eescc subject oecwhat happens the oec group does that currently report you and will going forward does that move too "
0,"pastoria kerncalpine just confirmed the following tomorrow they will commit per day kern expansion they will commit day enron commits take the project sale does not close enron does not commit the they will only for and enron will not have any rights bottom line have gone from needing commit day transport per day will need decide this tomorrow morning chris"
0,"pastoria updatenot done but good progress reached agreement with the water bank late last night the definitive agreement the members the bank are going their respective boards today and tomorrow and are saying that they are prepared sign tomorrow they have flaked the past there still decent chance dont get done soon but general are pleased that they moved quickly during the past week calpine started being difficult yesterday the timing closing water they now want the azurix agreement with guarantee and taking the gas transport played hardball told them azurix out and that dont need the transport the outcome that position that will not assign our transport them and will opt out our transport precedent agreement calpine indicated that they have their own transport and dont close they would assign mmcf day not sure this their final answer but clearly better than them having put back for mmcf day suspect this will change some for the bettter some for the worse but will keep you posted chris"
0,"masada dashclearing rac for this dash took considerably longer than estimate our march meeting should circulating you today tomorrow "
0," fronteraactually have been waiting for teco return the draft they supposed get monday morning are still waiting scrapped the trip tampa tonight but there are problems and they still want proceed expect close tuesday keep you posted original message from kitchen louisesent wednesday march pmto sukaly brucesubject fronterahow going pressure just interest "
0," and ees ercotyou are correct the arrow janet seeing this for the first time talked her regarding need have coordination rules and this our attempt that issue original message from kitchen louisesent wednesday march amto sukaly brucesubject and ees ercoti think the bottom arrow supposed that just misinterpreting the diagram this something which was just agreed you and janet how long was place beforehand thankslouisefrom bruce sukaly enron enronxgate amto louise kitchen hou ect ect janet dietrich hou ees eescc subject and ees ercotattached the flow chart that the ercot team developed regarding enron customer approach texas you have any questions please call "
0,"electricity supply demand the louise attached the report from today megawatt daily which you requested thank you for using esource judy schlesingermanager esource pdf"
0," and ees ercotattached the flow chart that the ercot team developed regarding enron customer approach texas you have any questions please call "
0,"cinergy ferclouise the ferc has out the blue requested another piece info cinergy give call and will give you the details don"
0," enron allegheny energy supply agreementlouise this the extent conversation with mike this topic fully aware maintaining all our options don forwarded don miller hou ect don miller amto morrell michael enroncc subject enron allegheny energy supply agreementmike thanks for the email given schedules may early next week before can get back you with comments regards don morrell michael alleghenyenergy com amsent thomas cynthia don miller enron com morrell michael bevilacqua david clark patricia subject enron allegheny energy supply agreementas discussed phone yesterday attaching drafts aletter propose send louise kitchen and amendment the agreementbetween enron and allegheny energy supply the detailed schedule get from here closing follows march ready effective sec review march sec approval ewg filingmarch underwriters due diligence completeapril sec approval equity debt financing filingapril goes effective sec review april print preliminary prospectusapril palm sunday passover beginsapril distribute preliminary prospectus begin sales callsapril good fridayapril easter passover endsapril ready effective assuming sec review april united states roadshowapril europe roadshowapril united states roadshowapril equity pricingmay debt placement closing with banksmay equity sales closingmay enron acquisition closing please call when you have reviewed these items phone numberis morrell enron letter doc amendment enron agreement doc"
0,"enron allegheny energy supply agreement forwarded don miller hou ect morrell michael alleghenyenergy com amsent thomas cynthia don miller enron com morrell michael bevilacqua david clark patricia subject enron allegheny energy supply agreementas discussed phone yesterday attaching drafts aletter propose send louise kitchen and amendment the agreementbetween enron and allegheny energy supply the detailed schedule get from here closing follows march ready effective sec review march sec approval ewg filingmarch underwriters due diligence completeapril sec approval equity debt financing filingapril goes effective sec review april print preliminary prospectusapril palm sunday passover beginsapril distribute preliminary prospectus begin sales callsapril good fridayapril easter passover endsapril ready effective assuming sec review april united states roadshowapril europe roadshowapril united states roadshowapril equity pricingmay debt placement closing with banksmay equity sales closingmay enron acquisition closing please call when you have reviewed these items phone numberis morrell enron letter doc amendment enron agreement doc"
0," possible temporary move hpl louisianaaep agrees with the idea that once close they would begin paying rent for the space and furniture but this would not recover all our costs estimate cost but worth close early and save per month labor overhead and capital costs brianlouise kitchen amto brian redmond hou ect ectcc subject possible temporary move hpl louisianado get any recompense for this expenditure from aep brian redmond pmto russell long enron enronxgate enroncc tommy yanowski enron enronxgate enron louise kitchen hou ect ect philippe bibi enron enronxgate enron vincent fox enron enronxgate enron keith dziadek enron enronxgate enron jim coffey hou ect ect deborah bubenko epsc hou ect ect paul foust epsc hou ect ect robert humlicek enron enronxgate enron jeffrey vincent enron enronxgate enron andrew hawthorn enron enronxgate enron heather johnson enron enronxgate enronsubject possible temporary move hpl louisianarussell thanks for the update can you provide rough quote schedule kit out the louisiana space for people please contact lillian carroll get exact count don need recorded phones also please lay out schematic the hardware configuration between enron louisiana and aep offices for this solution deborah can you provide lillian with floor plan that she can start locating the hpl staff function also what you recommend regarding furniture should able come with interim solution based the space coming available allen any additional furniture have warehouses the louisiana bldg your thoughts cost for this once have plan schedule will follow with aep let them know our plans they already know are headed this direction given their delay leasing space regards brianfrom russell long enron enronxgate pmto brian redmond hou ect ectcc tommy yanowski enron enronxgate louise kitchen hou ect ect philippe bibi enron enronxgate vincent fox enron enronxgate keith dziadek enron enronxgate jim coffey hou ect ect deborah bubenko epsc hou ect ect paul foust epsc hou ect ect robert humlicek enron enronxgate jeffrey vincent enron enronxgate andrew hawthorn enron enronxgate heather johnson enron enronxgatesubject possible temporary move hpl louisianai finished the walk through the floor space located louisiana this afternoon the walk through with were paul foust facilities robert humlicek jeffrey vincent and andrew hawthorn previously talked with deborah bubenko and vincent fox about this space comments from the review are follows most the floor composed offices with some large group areas conference rooms etc included the floor can accommodate people however with this amount people the area space will very tight almost all offices will need hold least two people large offices will need hold three four the larger areas will need have cubicles installed make complete use the space with maximum doubling the offices you might fit couple conference rooms the floor with one kitchen area there are nooks just off some the hallways that would accommodate several network printers tommy stated his earlier mail the allen center space the fire code will require put strobe each office with multiple occupants one area concern the amount furniture currently the floor the floor plan shows approximately desks the floor some offices were locked could not verify the total however this number appears correct also for the most part there were only desks the offices unless they were occupied chairs filing cabinets credenzas etc would needed added this space need determine where the additional furniture will come from there one large area with cubicles forming circle according paul this was the area where telephones were answered for the previous tenant this might work for the trading area the room appears have the most telephone connectivity open and would accommodate decide trader telephones are necessary record conversations etc the cost associated with the purchase the equipment and the necessary installation time will need factored into our schedule the floor has two data closets least one the closets has hour air conditioning according vincent this floor has the same server connectivity the three allen center space meg single mode fiber connection serves this space robert has informed that the floor currently has switches support ports however this does not mean that the drops all offices are complete probably some cabling will need added appears that the space can accommodate users even with the extra ports needed for network printers laptops etc however need accommodate more than ports additional switches can added summary the floor space louisiana looks good better than the space that was being considered three allen center russell longenron net works llcrussell long enron com "
0,"dinner invitation april you are cordially invited attend cocktails and dinner april colombe restaurant located montrose blvd map can found www lacolombedor com cocktail hour will start with dinner follow please rsvp ted bland extension before april "
0,"ena commerical managers and above empl agrm statuslouise per sheila attached the worksheet requested thankscynthiaext "
0,"beth perlman out officebeth perlman will out the office tomorrow and the week for foot surgery and recovery beth will home during this time and you can reach her home call beth plans returning the office thanks cheri"
0," oeclouise that good news mexico and probably elsewhere latin america can use this unit for information gathering purposes return for quantifiable risk since agreements are typically capped terms overall exposure may tough break into third party projects assuming would want strategically but least projects that initiate can keep handhold even after sell down our equity stake best regards maxlouise kitchen ect max yzaguirre subject oecgood news will report into brian eventually obviously this still confidential louise forwarded louise kitchen hou ect dan leff ees pmto louise kitchen hou ect ectcc subject oeclouise oec will come along with eecc nepco brian stanley and keith dodson will run that group speak with you soon hope you are feeling well regards danlouise kitchen ect pmto dan leff hou ees eescc subject oecwhat happens the oec group does that currently report you and will going forward does that move too "
